paper_id;Reference;abstract_summary_tr;Title;Year;paper_type;main_contribution;problem;separation_task;channel_configuration;training_dataset;test_dataset;real_or_synthetic_mix;data_augmentation;preprocessing;visualization_type;learning_type;architecture_family;specific_models;loss_function;evaluation_metrics;separation_performance
51;Smaragdis, P., & Brown, J. C. (2003, October). Non-negative matrix factorization for polyphonic music transcription. In 2003 IEEE Workshop on Applications of Signal Processing to Audio and Acoustics (IEEE Cat. No. 03TH8684) (pp. 177-180). IEEE.;Bu çal??ma, harmonik yap?s? sabit olan (örne?in piyano gibi) çok sesli müzik pasajlar?n?n analizine yönelik basit ve veri güdümlü bir yakla??m sunmaktad?r. Yöntem, bu tür notalar?n karakteristik spektral yap?s?ndan yararlanarak ses sinyalini do?rusal bir temel dönü?üm ile modellemekte ve Non-negative Matrix Decomposition (NMF) kullanarak her bir notan?n spektral profili ile zamansal etkinli?ini tahmin etmektedir. Önerilen sistem, önceden tan?ml? müzik bilgisine dayanmadan, notalar? do?rudan gözlem yoluyla ö?renmesi sayesinde sade, kompakt ve genellenebilir bir çözüm sunmaktad?r.;;;;;;;;;;;;;;;;;;;
52;Plumbley, M. D., Abdallah, S. A., Bello, J. P., Davies, M. E., Monti, G., & Sandler, M. B. (2002). Automatic music transcription and audio source separation. Cybernetics &Systems, 33(6), 603-627.;"Bu çal??ma, müzikal seslerin analizi ve kaynak ay?rma alan?nda kullan?lan farkl? yakla??mlara genel bir bak?? sunmaktad?r. Özellikle otomatik müzik transkripsiyonu ve ses kaynak ay?rma problemleri ele al?nmakta; tek sesli (monofonik) müzik için otokorelasyon tabanl? yöntemler, çok sesli (polifonik) müzik için ise blackboard modelleri ve seyrek kodlamaya dayal? çoklu neden (multiple-cause) yakla??mlar? tart???lmaktad?r. Çal??ma, bu yöntemlerin ba??ms?z bile?en analizi (ICA) gibi kaynak ay?rma teknikleriyle olan kavramsal ili?kisini vurgulayarak, transkripsiyon ve kaynak ay?rma problemlerinin ortak sinyal i?leme temellerine dikkat çekmektedir.";;;;;;;;;;;;;;;;;;;
53;Tunturi, E., Diaz-Guerra, D., Politis, A., & Virtanen, T. (2025). Score-informed Music Source Separation: Improving Synthetic-to-real Generalization in Classical Music. arXiv preprint arXiv:2503.07352.;"Bu çal??ma, müzik kaynak ay?rma performans?n? art?rmak amac?yla nota (müzikal skor) bilgisinin derin ö?renme modellerine nas?l entegre edilebilece?ini incelemektedir. ?ki farkl? yakla??m önerilmektedir: birincisi, skor bilgisinin sesin genlik spektrogramu ile birlikte modele girdi olarak verildi?i skor-bilgili (score-informed) yap?; ikincisi ise yaln?zca skoru kullanarak ay?rma maskesinin hesapland??? skor-temelli modeldir. Modeller sentetik SynthSOD veri kümesi üzerinde e?itilmi? ve gerçek kay?tlardan olu?an URMP ile Aalto anekoik orkestra veri kümeleri üzerinde test edilmi?tir. Sonuçlar, skor-bilgili modelin ay?rma kalitesini art?rd???n? ancak sentetikten gerçe?e geçi?te zorland???n?, buna kar??l?k yaln?zca skora dayal? yakla??m?n daha iyi genelleme sa?lad???n? göstermektedir.";;;;;;;;;;;;;;;;;;;
54;Wu, J., Liu, J., Pan, T., Tang, J., & Wu, G. (2025). Towards Practical Real-Time Low-Latency Music Source Separation. arXiv preprint arXiv:2511.13146.;Bu çal??ma, müzik kaynak ay?rmada son y?llarda elde edilen yüksek performanslara ra?men gerçek zamanl? ve dü?ük gecikmeli çözümlerin yeterince ele al?nmad???na dikkat çekmektedir. Bu amaçla, büyük ve a??r modeller yerine hafif, gerçek zamanl? çal??abilen bir mimari olan RT-STT (Real-Time Single-Path TFC-TDF UNET) önerilmektedir. Model, çift-yollu yap?lara k?yasla tek-yollu (single-path) modellemenin gerçek zaman senaryolar?nda daha verimli oldu?unu göstermekte ve kanal geni?letmeye dayal? özellik birle?tirme tekni?i ile güçlendirilmektedir. Ayr?ca kuantizasyon kullan?larak ç?kar?m süresi daha da azalt?lmaktad?r. Sonuçlar, RT-STT’nin çok daha az parametreyle dü?ük gecikme ve rekabetçi ay?rma performans? sundu?unu ve gerçek zamanl? uygulamalar için uygun bir çözüm oldu?unu ortaya koymaktad?r.;;;;;;;;;;;;;;;;;;;
55;Défossez, A., Usunier, N., Bottou, L., & Bach, F. (2019). Demucs: Deep extractor for music sources with extra unlabeled data remixed. arXiv preprint arXiv:1909.01174.;Bu çal??ma, davul, bas, vokal ve di?er e?likler olmak üzere dört bilinen kayna??n ayr??t?r?ld??? müzik kaynak ay?rma problemine odaklanmaktad?r. Çal??man?n ilk katk?s?, dalga formu (waveform) alan?nda çal??an basit bir evri?imsel–tekrarlayan mimarinin, Wave-U-Net’i 1.6 dB SDR fark?yla geride b?rakarak waveform tabanl? yakla??mlar?n rekabetçi olabilece?ini göstermesidir. ?kinci olarak, etiketsiz müzik verisinden yararlanan yeni bir zay?f denetimli ö?renme ?emas? önerilmektedir: baz? kaynaklar?n sessiz oldu?u bölümler otomatik olarak ç?kar?lmakta ve bunlar etiketli veri kümesinden al?nan kaynaklarla yeniden kar??t?r?larak yeni e?itim örnekleri üretilmektedir. Bu mimari ve e?itim stratejisinin birlikte kullan?m?, waveform tabanl? yöntemlerin spektrogram tabanl? yakla??mlarla benzer performans seviyesine ula?abilece?ini ortaya koymaktad?r.;;;;;;;;;;;;;;;;;;;
56;Plaja-Roglans, G., Hung, Y. N., Serra, X., & Pereira, I. (2025). Efficient and fast generative-based singing voice separation using a latent diffusion model. arXiv preprint arXiv:2511.20470.;Bu çal??ma, müzik kaynak ay?rmada ya?anan kaynak örtü?mesi, yüksek korelasyon ve tam etiketli veri gereksinimi gibi temel sorunlar? ele alarak, difüzyon tabanl? üretici (generative) modellerin bu alandaki potansiyelini incelemektedir. Özellikle ?ark? sesi ay?rma problemine odaklanan yakla??m, yaln?zca vokal–kar???m e?le?melerini kullanarak e?itilen latent difüzyon yap?s? sayesinde hem verimli ö?renme hem de h?zl? ç?kar?m sa?lamaktad?r. Model, ses üretimini s?k??t?r?lm?? bir gizil uzayda gerçekle?tirip ard?ndan ses alan?na geri çözerek yarat?c? i? ak??lar?na uygun bir yap? sunmaktad?r. Deneyler, önerilen yöntemin mevcut üretici ay?rma sistemlerini a?t???n? ve baz? ay?r?c? (non-generative) yöntemlerle benzer kalite seviyelerine ula?t???n? göstermektedir. Ayr?ca latent kodlay?c?n?n gürültüye dayan?kl?l??? analiz edilerek yöntemin pratik uygulanabilirli?i desteklenmekte ve ara?t?rma için modüler bir araç seti payla??lmaktad?r.;;;;;;;;;;;;;;;;;;;
57;Zang, Y., Hai, J., Ge, W., Kong, Q., Dai, Z., Wang, H., ... & Plumbley, M. D. (2025). MSRBench: A Benchmarking Dataset for Music Source Restoration. arXiv preprint arXiv:2510.10995.;Bu çal??ma, klasik kaynak ay?rman?n ötesine geçerek Music Source Restoration (MSR) problemini ele almakta ve bu alandaki de?erlendirme eksikli?ini gidermek amac?yla MSRBench adl? yeni bir benchmark sunmaktad?r. MSRBench, profesyonel miks mühendisleri taraf?ndan üretilmi? kar???mlar ile bunlara kar??l?k gelen ham (i?lenmemi?) stem’leri içeren, sekiz enstrüman s?n?f?n? kapsayan bir veri yap?s? sa?lamaktad?r. Bu sayede hem ay?rma do?rulu?u hem de restorasyon sadakati do?rudan ölçülebilmektedir. Ayr?ca veri kümesi, analog bozulmalar, akustik ortamlar ve kay?pl? kodekler gibi gerçek dünya bozulmalar?yla zenginle?tirilmi?tir. U-Net ve BSRNN ile yap?lan temel deneyler, mevcut modellerin restorasyon aç?s?ndan yetersiz kald???n? göstererek, MSR’ye özel mimarilere duyulan ihtiyac? aç?kça ortaya koymaktad?r.;;;;;;;;;;;;;;;;;;;
58;Tzinis, E., Wisdom, S., Hershey, J. R., Jansen, A., & Ellis, D. P. (2020, May). Improving universal sound separation using sound classification. In ICASSP 2020-2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP) (pp. 96-100). IEEE.;Bu çal??ma, evrensel ses ay?rma (universal sound separation) probleminde ay?rma performans?n? art?rmak için ses s?n?fland?rma a?lar?ndan ö?renilen anlamsal (semantic) temsillerin nas?l kullan?labilece?ini göstermektedir. Farkl? ve aç?k uçlu kaynak s?n?flar?n? hedefleyen bu yakla??mda, s?n?fland?r?c?dan elde edilen embedding’ler, ay?rma a??n? ko?ulland?ran ek bilgi olarak kullan?l?r. Özellikle iki a?amal?/iteratif bir kurulumda, ilk ay?rma ç?kt?lar? ve bunlara kar??l?k gelen anlamsal embedding’ler ikinci bir ay?rma a??na beslenerek performans güçlendirilir. Kapsaml? hiperparametre taramas? sonuçlar?, bu ko?ulland?rman?n SNR’de belirgin kazan?mlar sa?lad???n? ve iteratif modellerin state-of-the-art seviyesine ula?t???n? ortaya koymaktad?r.;;;;;;;;;;;;;;;;;;;
59;Yang, J., Yang, Y., Tu, W., Zhao, X., & Lin, C. (2025). Band-SCNet: A Causal, Lightweight Model for High-Performance Real-Time Music Source Separation. In Proc. Interspeech 2025 (pp. 4973-4977).;Bu çal??ma, gerçek zamanl? müzik kaynak ay?rma uygulamalar?nda kar??la??lan performans kayb?–gecikme–model boyutu dengesini ele alarak Band-SCNet adl? hafif ve gerçek zamanl? bir mimari önermektedir. Model, Sparse Compression ile birlikte cross-band ve narrow-band bloklar? birle?tirerek hesaplama karma??kl???n? azalt?rken ay?rma kalitesini yükseltmeyi hedefler. Ayr?ca önerilen Compressed Self-Attention (CSA) Fusion Module, parametre say?s?n? dü?ürerek verimlili?i art?r?r. MUSDB18-HQ üzerindeki deneyler, Band-SCNet’in 92 ms gecikme kar??l???nda 7.79 dB SDR ve 2.59 milyon parametre ile mevcut gerçek zamanl? modellere üstünlük sa?lad???n? göstererek, gerçek zamanl? MSS için dengeli ve pratik bir çözüm sundu?unu ortaya koymaktad?r.;;;;;;;;;;;;;;;;;;;
60;Favaro, A., Lewis, A., & Schlesinger, G. ICA for Musical Signal Separation.;"Bu çal??ma, gerçek dünya müzik verilerinde kaynak ay?rman?n özellikle sesin zay?flamas? (volume decay) ve yay?lma gecikmesi (propagation delay) gibi fiziksel etkenler nedeniyle oldukça zor oldu?unu ortaya koymaktad?r. Yazarlar, bu iki etkiyi ayn? anda modellemeye çal??man?n ve müzikal kaynaklar?n tam ba??ms?z olmamas?n?n ay?rma performans?n? ciddi biçimde s?n?rlad???n? vurgulamaktad?r. Ba?lang?çta gecikmenin olmad??? varsay?m?yla çal??an bir yöntemden yola ç?k?lm??; geli?tirilen yakla??mlar en iyi durumda bir veya iki enstrüman?n ayr?lmas?na olanak sa?lam??t?r. Her ne kadar sonuçlar optimal bir çözüme ula??ld???n? göstermese de, baz? enstrümanlar?n ba?ar?yla izole edilebilmesi ve gecikme ile zay?flamay? birlikte ele almaya yönelik yenilikçi fikirlerin ara?t?r?lm?? olmas?, çal??man?n bu zorlu problem için ilerleme kaydetti?ini göstermektedir.";;;;;;;;;;;;;;;;;;;
61;Vardhan, S., Acharya, P. R., Rao, S. S., Jasthi, O. R., & Natarajan, S. (2025, April). An Ensemble Approach to Music Source Separation: A Comparative Analysis of Conventional and Hierarchical Stem Separation. In International Conference on Computational Intelligence in Music, Sound, Art and Design (Part of EvoStar) (pp. 186-201). Cham: Springer Nature Switzerland.;Bu çal??ma, müzik kaynak ay?rmada tek bir modele ba??ml? kalman?n s?n?rlamalar?n? a?mak amac?yla ensemble (birle?ik) bir yakla??m önermektedir. Yöntem, birden fazla state-of-the-art mimarinin tamamlay?c? güçlü yönlerini bir araya getirerek vokal, davul ve bas (VDB) stem’lerinde daha dengeli ve yüksek performans elde etmeyi hedeflemektedir. Ayr?ca çal??ma, kick, snare, ana vokal ve arka vokal gibi ikinci seviye hiyerar?ik alt-stem ayr?m?n? da inceleyerek MSS’nin daha ince ayr?nt?l? kullan?m?na do?ru önemli bir ad?m atmaktad?r. Performans de?erlendirmesinde SNR ve SDR’nin harmonik ortalamas?n?n kullan?lmas?, uç de?erlerin etkisini azaltarak adil bir kar??la?t?rma sa?lamaktad?r. Sonuçlar, hiyerar?ik ay?rman?n halen zorluklar içerdi?ini gösterse de, alt-stem’lerin ayr??t?r?labilmesinin MSS literatürü için kayda de?er bir ilerleme sundu?unu ortaya koymaktad?r.;;;;;;;;;;;;;;;;;;;
62;Vincent, E. (2005). Musical source separation using time-frequency source priors. IEEE Transactions on Audio, Speech, and Language Processing, 14(1), 91-98.;"Bu çal??ma, stereo müzik kar???mlar?nda kaynak ay?rmay? kaynaklara ait ön bilgiler (enstrüman ad? ve uzamsal konum) kullanarak ele almaktad?r. Yazarlar, ay?rma problemini Bayesçi bir kestirim çerçevesinde formüle eden ve de?i?tirilmi? Independent Subspace Analysis (ISA), konum (localization) ve Segmental Model bile?enlerini birle?tiren olas?l?ksal üretici modeller önermektedir. Geli?tirilen yöntemler; harmoniklik, spektral zarf, azimut, nota süresi ve monofoni gibi çoklu ipuçlar?n? birlikte kullanarak ay?rma performans?n? güçlendirmektedir. Uzun yank?l? sentetik stereo kar???mlar üzerinde yap?lan deneyler, önerilen yakla??mlar?n yaln?zca uzamsal çe?itlili?e dayanan yöntemleri a?t???n? ve yakla??k konum bilgisine kar?? dayan?kl? oldu?unu göstermektedir.";;;;;;;;;;;;;;;;;;;
63;Lluís, F., Pons, J., & Serra, X. (2018). End-to-end music source separation: Is it possible in the waveform domain?. arXiv preprint arXiv:1810.12187.;Bu çal??ma, müzik kaynak ay?rmada yayg?n olarak kullan?lan genlik spektrogramu temsillerinin faz bilgisini d??lad???n? vurgulayarak, uçtan uca (end-to-end) dalga formu tabanl? modellerin uygulanabilirli?ini incelemektedir. Uzun süre boyunca zor ve pratikte ula??lamaz kabul edilen bu yakla??m?n aksine, çal??ma ham ses sinyalindeki tüm bilgiyi (faz dâhil) kullanan modellerin rekabetçi hatta üstün performans sunabildi?ini göstermektedir. Özellikle önerilen WaveNet tabanl? model ile Wave-U-Net, güncel bir spektrogram-temelli yöntem olan DeepConvSep’i geride b?rakmaktad?r. Bu sonuçlar, waveform tabanl? end-to-end ö?renmenin MSS için gerçekçi ve güçlü bir alternatif oldu?unu ortaya koymaktad?r.;;;;;;;;;;;;;;;;;;;
64;Schulze-Forster, K., Richard, G., Kelley, L., Doire, C. S., & Badeau, R. (2023). Unsupervised music source separation using differentiable parametric source models. IEEE/ACM Transactions on Audio, Speech, and Language Processing, 31, 1276-1289.;Bu çal??ma, müzik kaynak ay?rmada etiketli ve izole kaynak verisine duyulan yüksek ihtiyac? ortadan kald?rmay? hedefleyen denetimsiz (unsupervised) ve model-tabanl? bir derin ö?renme yakla??m? önermektedir. Yöntem, her kayna?? ayr??t?r?labilir bir kaynak–filtre (source–filter) modeli ile temsil etmekte ve bir sinir a??n?, verilen temel frekanslar (F0) üzerinden bu modellerin parametrelerini tahmin ederek kar???m? yeniden olu?turacak ?ekilde e?itmektedir. Test a?amas?nda, sentezlenen kaynaklardan yumu?ak maskeler elde edilerek ay?rma yap?l?r. Vokal topluluk ay?rma deneyleri, yöntemin NMF tabanl? denetimsiz yakla??mlar? ve hatta bir denetimli derin ö?renme temel çizgisini geride b?rakt???n? göstermektedir. Alan bilgisinin (kaynak modelleri) derin ö?renmeyle bütünle?tirilmesi sayesinde, sistem çok az veriyle (3 dakikadan az) dahi etkili sonuçlar üretebilmekte ve bu yönüyle etiketli verinin pahal? veya eri?ilemez oldu?u senaryolar için güçlü bir çözüm sunmaktad?r.;;;;;;;;;;;;;;;;;;;
65;Zhu, G., Darefsky, J., Jiang, F., Selitskiy, A., & Duan, Z. (2022). Music source separation with generative flow. IEEE Signal Processing Letters, 29, 2288-2292.;"Bu çal??ma, tam denetimli kaynak ay?rma modellerinin paralel kar???m–kaynak verisine olan ba??ml?l???n? azaltmay? hedefleyen source-only supervised bir yakla??m sunmaktad?r. Önerilen yöntemde, her bir müzik kayna?? için ak?? (flow) tabanl? üretici modeller kullan?larak olas?l?ksal kaynak öncülleri ö?renilmekte; bu öncüller olabilirlik temelli hedefler arac?l???yla kar???m ay?rma sürecinde kullan?lmaktad?r. Deneyler, özellikle ?ark? sesi ve genel müzik ay?rma görevlerinde, yöntemin tam denetimli yakla??mlarla rekabetçi performans sundu?unu göstermektedir. Ayr?ca yakla??m, yeni kaynak türlerinin tüm modeli yeniden e?itmeye gerek kalmadan sisteme eklenebilmesine olanak tan?yarak, esneklik ve ölçeklenebilirlik aç?s?ndan önemli bir avantaj sa?lamaktad?r.";;;;;;;;;;;;;;;;;;;
66;Lee, J. H., Choi, H. S., & Lee, K. (2019). Audio query-based music source separation. arXiv preprint arXiv:1908.06593.;"Bu çal??ma, müzik kaynak ay?rman?n yaln?zca sabit ve s?n?rl? stem’lerle (vokal, davul, bas vb.) yap?lmas? yakla??m?n? a?arak sorgu-tabanl? (query-based) bir ay?rma çerçevesi önermektedir. Önerilen yöntem, bir Query-net ve bir Separator bile?eninden olu?makta; sorgu olarak verilen bir ses örne?i, gizil uzayda kodlanarak ay?rma a??n? ko?ulland?ran bir temsil üretmektedir. Bu sayede model, hedef kayna??n türüne veya say?s?na ba?l? kalmadan ay?rma yapabilmektedir. Ayr?ca sistem, sorgu olmadan da e?itim s?ras?nda ö?renilen gizil temsilleri kullanarak maske üretebilmektedir. MUSDB18 üzerindeki deneyler, tek bir a? ile birden fazla kayna??n esnek biçimde ayr?labildi?ini ve gizil uzayda yap?lan enterpolasyonlarla sürekli ve anlaml? ay?rma ç?kt?lar? üretilebildi?ini göstermektedir.";;;;;;;;;;;;;;;;;;;
67;Jeon, C. B., Wichern, G., Germain, F. G., & Le Roux, J. (2024, April). Why does music source separation benefit from cacophony?. In 2024 IEEE International Conference on Acoustics, Speech, and Signal Processing Workshops (ICASSPW) (pp. 873-877). IEEE.;Bu çal??ma, müzik kaynak ay?rmada yayg?n olarak kullan?lan rastgele stem kar??t?rmaya dayal? veri art?rma yöntemini sorgulamakta ve bu yakla??m?n neden etkili oldu?unu analiz etmektedir. Rastgele kar???mlar?n, gerçek müzi?e k?yasla ritim ve tonalite uyumsuzluklar? nedeniyle belirgin bir da??l?m kaymas? olu?turmas?na ra?men, modern MSS modellerinin bu verilerle ba?ar?l? biçimde e?itilebildi?i gösterilmektedir. Ayr?ca, teorik olarak s?n?rs?z say?da kar???m üretilebilmesine kar??n performans?n neden belirli bir noktada doygunlu?a ula?t??? incelenmektedir. Çal??ma, ay?rma performans?n?n beat ve tonalite farkl?l?klar?na olan duyarl?l???n? da de?erlendirerek, veri art?rman?n pratikte hangi ko?ullarda faydal? oldu?unu daha iyi anlamaya yönelik önemli içgörüler sunmaktad?r.;;;;;;;;;;;;;;;;;;;
68;Liu, R., & Li, S. (2009, September). A review on music source separation. In 2009 IEEE Youth Conference on Information, Computing and Telecommunication (pp. 343-346). IEEE.;Bu çal??ma, müzik kaynak ay?rma (MSS) alan?nda bugüne kadar geli?tirilen yöntemleri ilk kez sistematik ve bütüncül bir ?ekilde derleyen bir inceleme sunmaktad?r. Farkl? disiplinlerden gelen ara?t?rmac?lar?n, kendi uzmanl?k alanlar?na göre geli?tirdi?i yakla??mlar?n (ör. CASA, BSS vb.) da??n?k bir literatür olu?turdu?una dikkat çekilmektedir. Makalenin temel amac?, bu yöntemleri tek bir çerçevede toplayarak alana yeni giren veya mevcut çal??malar? ilerletmek isteyen ara?t?rmac?lar için referans bir kaynak olu?turmakt?r. Ayr?ca çal??ma, mevcut yakla??mlar?n avantaj ve s?n?rlamalar?n? tart??arak, müzik kaynak ay?rma alan?nda gelecekteki ara?t?rma yönlerine dair yol gösterici ç?kar?mlar sunmaktad?r.;;;;;;;;;;;;;;;;;;;
69;Uhlich, S., Porcu, M., Giron, F., Enenkl, M., Kemp, T., Takahashi, N., & Mitsufuji, Y. (2017, March). Improving music source separation based on deep neural networks through data augmentation and network blending. In 2017 IEEE international conference on acoustics, speech and signal processing (ICASSP) (pp. 261-265). IEEE.;"Bu çal??ma, müzik sinyallerinin bireysel enstrüman izlerine ayr?lmas?n? ele alarak iki farkl? derin ö?renme mimarisini—bir ileri beslemeli (feed-forward) ve bir tekrarlayan (LSTM tabanl?) a?—incelemektedir. Her iki yakla??m?n da SiSEC DSD100 veri kümesi üzerinde state-of-the-art sonuçlar verdi?i gösterilmektedir. Çal??ma ayr?ca, özellikle tekrarlayan a?larda veri art?rman?n a??r? uyumu (overfitting) önlemede kritik oldu?unu vurgulamaktad?r. Bunun ötesinde, iki a??n ham ç?kt?lar?n?n do?rusal olarak birle?tirilmesi ve ard?ndan çok kanall? Wiener filtresi ile son i?lem uygulanmas?na dayanan bir blending stratejisi önerilmekte; bu yakla??m?n DSD100 üzerinde o tarihe kadar en iyi ay?rma performans?n? sa?lad??? ortaya konmaktad?r.";;;;;;;;;;;;;;;;;;;
70;Seetharaman, P., Wichern, G., Venkataramani, S., & Le Roux, J. (2019, May). Class-conditional embeddings for music source separation. In ICASSP 2019-2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP) (pp. 301-305). IEEE.;"Bu çal??ma, her enstrüman için ayr? model e?itme yakla??m?n?n yerine, tüm enstrümanlar?n ortak bir zaman–frekans gömme (embedding) uzay?nda temsil edildi?i yeni bir müzik kaynak ay?rma yöntemi önermektedir. Yakla??m, deep clustering ve deep attractor network fikirlerinden esinlenmekte; ö?renilen embedding’ler üzerinde çal??an ek bir a? arac?l???yla Gauss Kar???m Modeli (GMM) parametreleri üretilmektedir. GMM bile?enlerinin ard?l olas?l?klar? kullan?larak ay?rma maskeleri elde edilmekte ve bu maskelerle kaynaklar ayr?lmaktad?r. MUSDB18 veri kümesi üzerindeki sonuçlar, yöntemin klasik maske-tahmin tabanl? yakla??mlar? geride b?rakt???n? göstermektedir. Ayr?ca embedding uzay?n?n yorumlanabilir olmas? ve sorgu-tabanl? (query-based) ay?rmaya uygunlu?u, çal??man?n öne ç?kan yenilikçi yönleri aras?ndad?r.";;;;;;;;;;;;;;;;;;;
71;Kadandale, V. S., Montesinos, J. F., Haro, G., & Gómez, E. (2020, September). Multi-channel u-net for music source separation. In 2020 IEEE 22nd international workshop on multimedia signal processing (MMSP) (pp. 1-6). IEEE.;"Bu çal??ma, müzik kaynak ay?rmada her kaynak için ayr? model e?itme yakla??m?na alternatif olarak, çoklu kaynaklar? tek bir a?da verimli biçimde ö?renmeyi hedefleyen bir yöntem sunmaktad?r. Önerilen Multi-channel U-Net (M-U-Net), a??rl?kl? çok-görevli (multi-task) kay?p fonksiyonu ile e?itilerek, Conditioned U-Net’e (C-U-Net) benzer performans? daha dü?ük maliyetle elde etmeyi amaçlar. Çal??mada iki a??rl?kland?rma stratejisi incelenir: Dinamik A??rl?kl? Ortalama (DWA), görev kay?plar?n?n de?i?im h?z?na göre a??rl?klar? ayarlarken; Enerji Tabanl? A??rl?kland?rma (EBW), kaynaklar aras?ndaki enerji farklar?ndan do?an e?itim yanl?l???n? dengeler. Sonuçlar, M-U-Net’in daha az parametre, daha h?zl? ç?kar?m ve daha az etkili e?itim iterasyonu ile, C-U-Net ve kaynak-ba??na e?itilen U-Net’lerle kar??la?t?r?labilir performans sundu?unu göstermektedir.";;;;;;;;;;;;;;;;;;;
72;"Manilow, Ethan, Gordon Wichern, Prem Seetharaman, and Jonathan Le Roux. ""Cutting music source separation some Slakh: A dataset to study the impact of training data quality and quantity."" In 2019 IEEE Workshop on Applications of Signal Processing to Audio and Acoustics (WASPAA), pp. 45-49. IEEE, 2019.";Bu çal??ma, müzik kaynak ay?rmada derin ö?renme yöntemlerinin etiketli veri gereksinimi nedeniyle kar??la?t??? temel s?n?rlamay? ele alarak Slakh (Synthesized Lakh) adl? yeni bir sentetik veri kümesini tan?tmaktad?r. Slakh, Lakh MIDI veri kümesindeki parçalar?n profesyonel örnek tabanl? sanal enstrümanlarla yeniden sentezlenmesiyle olu?turulmu?, yüksek kaliteli kar???mlar ve kar??l?k gelen stem’ler sunmaktad?r. ?lk sürüm olan Slakh2100, yaln?zca enstrümantal olmas?na ra?men MUSDB18’e k?yasla çok daha büyük ölçekte veri sa?layarak model e?itimi ve kar??la?t?rmas? için önemli bir avantaj sunar. Çal??ma, Slakh’?n mevcut veri kümelerini etkili biçimde tamamlad???n? ve veri yo?un müzik sinyali i?leme ara?t?rmalar? için yeni olanaklar açt???n? göstermektedir.;;;;;;;;;;;;;;;;;;;
73;Tong, W., Zhu, J., Chen, J., Kang, S., Jiang, T., Li, Y., ... & Meng, H. (2024, April). SCNet: sparse compression network for music source separation. In ICASSP 2024-2024 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP) (pp. 1276-1280). IEEE.;Bu çal??ma, geni? bant müzik kaynak ay?rma probleminde yüksek performans? dü?ük model karma??kl???yla elde etmeyi hedefleyen SCNet adl? yeni bir frekans-alan? mimarisini önermektedir. SCNet, kar???m spektrogram?n? aç?k biçimde alt bantlara ay?rarak her frekans bölgesini farkl? ?ekilde modellemekte ve seyrekli?e dayal? bir kodlay?c? ile bilgi yo?unlu?unu art?rmaktad?r. Daha az bilgi içeren alt bantlarda daha yüksek s?k??t?rma, kritik bantlarda ise daha ayr?nt?l? modelleme yap?larak hem hesaplama maliyeti dü?ürülmekte hem de ay?rma performans? art?r?lmaktad?r. MUSDB18-HQ üzerindeki deneyler, ek veri kullanmadan 9.0 dB SDR elde edildi?ini ve SCNet’in, HT Demucs’e k?yasla yakla??k yar? CPU ç?kar?m süresiyle çal??arak state-of-the-art performans? daha verimli biçimde sundu?unu göstermektedir.;;;;;;;;;;;;;;;;;;;
74;Virtanen, T. (2006). Sound source separation in monaural music signals. Tampere University of Technology.;"Bu tez çal??mas?, tek kanall? (monaural) müzik kay?tlar?nda kaynak ay?rma problemini ele alarak, önceden kaynak bilgisi olmayan senaryolara odaklanmaktad?r. Çal??ma, gerçek dünya seslerinin zamansal süreklilik, seyreklik, tekrar ve harmonik yap? gibi ortak özelliklerinden yararlanan denetimsiz ve model-tabanl? yakla??mlar sunmaktad?r. ?lk olarak, NMF tabanl? bir denetimsiz yöntem; seyreklik ve zamansal süreklilik k?s?tlar?yla geli?tirilerek klasik yöntemleri a?an performans elde etmektedir. Ard?ndan, zamana ba?l? spektrum ve frekanslar? modelleyen evri?imsel uzant?larla özellikle davul ve perdeli enstrümanlar?n ayr?m? iyile?tirilmektedir. Son olarak, sinüzoidal modelleme temelli bir yakla??m önerilerek harmonik k?s?tlar sayesinde perdeli enstrümanlarda yüksek do?ruluk sa?lanmakta; iki kaynakl? kar???mlarda 15 dB üzeri SDR elde edildi?i gösterilmektedir. Genel olarak çal??ma, denetimsiz MSS için etkili modelleme stratejileri sunan kapsaml? bir çerçeve ortaya koymaktad?r.";;;;;;;;;;;;;;;;;;;
75;Liutkus, A., Durrieu, J. L., Daudet, L., & Richard, G. (2013, July). An overview of informed audio source separation. In 2013 14th International Workshop on Image Analysis for Multimedia Interactive Services (WIAMIS) (pp. 1-4). IEEE.;"Bu çal??ma, müzikte ses kaynak ay?rma problemini ele alarak, özellikle bilgilendirilmi? (informed) kaynak ay?rma yakla??mlar?ndaki son geli?meleri gözden geçirmektedir. Geleneksel yöntemlerde ay?rma i?lemi genellikle genelle?tirilmi? Wiener filtresi ile yap?lmakta; bu süreç, kaynaklar?n güç spektrogramlar? ve uzamsal konumlar? gibi parametrelerin do?ru kestirilmesine ba?l?d?r. Kör senaryolarda yaln?zca kar???mlar mevcut oldu?undan, performans büyük ölçüde veri özelliklerine ba??ml?d?r. Bu nedenle çal??ma, kaynaklara dair ek bilgilerin (ör. enstrüman bilgisi, konum, yap?sal ipuçlar?) kullan?ld??? bilgilendirilmi? ay?rma yakla??mlar?n?n, ay?rma kalitesini nas?l art?rabildi?ini özetleyerek, bu alandaki güncel e?ilimleri ve ara?t?rma yönlerini ortaya koymaktad?r.";;;;;;;;;;;;;;;;;;;
